color,movie_title,language,country,budget,title_year,aspect_ratio
Color,Madagascar ,English,USA,75000000,2005,1.85
Color,Children of Men ,English,USA,76000000,2006,1.85
Color,Ice Age: The Meltdown ,English,USA,80000000,2006,1.85
Color,Inspector Gadget ,English,USA,75000000,1999,1.85
Color,Grown Ups ,English,USA,80000000,2010,1.85
Color,The Terminal ,English,USA,60000000,2004,1.85
Color,Hotel for Dogs ,English,USA,35000000,2009,1.85
Color,Vertical Limit ,English,USA,75000000,2000,1.85
Color,Charlie Wilson's War ,English,USA,75000000,2007,1.85
Color,Shark Tale ,English,USA,75000000,2004,1.85
Color,Spanglish ,English,USA,80000000,2004,1.85
Color,First Knight ,English,USA,55000000,1995,1.85
Color,Immortals ,English,USA,75000000,2011,1.85
Color,Monkeybone ,English,USA,75000000,2001,1.85
Color,Minions ,English,USA,74000000,2015,1.85
Color,The Angry Birds Movie ,English,USA,73000000,2016,1.85
Color,Funny People ,English,USA,75000000,2009,1.85
Color,The Majestic ,English,USA,72000000,2001,1.85
Color,The Village ,English,USA,60000000,2004,1.85
Color,Doctor Dolittle ,English,USA,71500000,1998,1.85
Color,Signs ,English,USA,72000000,2002,1.85
Color,Shrek 2 ,English,USA,150000000,2004,1.85
Color,The SpongeBob Movie: Sponge Out of Water ,English,USA,74000000,2015,1.85
Color,Ransom ,English,USA,80000000,1996,1.85
Color,Vanilla Sky ,English,USA,68000000,2001,1.85
Color,Lady in the Water ,English,USA,70000000,2006,1.85
Color,Alvin and the Chipmunks: The Squeakquel ,English,USA,75000000,2009,1.85
Color,Wolf ,English,USA,70000000,1994,1.85
Color,Sky Captain and the World of Tomorrow ,English,USA,70000000,2004,1.85
Color,Despicable Me ,English,USA,69000000,2010,1.85
Color,Mystery Men ,English,USA,65000000,1999,1.85
Color,Dinner for Schmucks ,English,USA,,2010,1.85
Color,Saving Private Ryan ,English,USA,70000000,1998,1.85
Color,Ice Age ,English,USA,59000000,2002,1.85
Color,Total Recall ,English,USA,65000000,1990,1.85
Color,The Santa Clause 2 ,English,USA,60000000,2002,1.85
Color,Les Misérables ,English,USA,61000000,2012,1.85
Color,You've Got Mail ,English,USA,65000000,1998,1.85
Color,The Kid ,English,USA,60000000,2000,1.85
Color,World Trade Center ,English,USA,63000000,2006,1.85
Color,Mona Lisa Smile ,English,USA,65000000,2003,1.85
Color,Focus ,English,USA,50100000,2015,1.85
Color,Red Dawn ,English,USA,16900000,1984,1.85
Color,Zathura: A Space Adventure ,English,USA,65000000,2005,1.85
Color,Hudson Hawk ,English,USA,70000000,1991,1.85
Color,Lucky Numbers ,English,France,65000000,2000,1.85
 Black and White,Sin City: A Dame to Kill For ,English,USA,65000000,2014,1.85
Color,Random Hearts ,English,USA,64000000,1999,1.85
Color,Jurassic Park ,English,USA,63000000,1993,1.85
Color,Littleman ,English,USA,64000000,2006,1.85
Color,Blades of Glory ,English,USA,61000000,2007,1.85
Color,Hop ,English,USA,63000000,2011,1.85
Color,Meet the Fockers ,English,USA,80000000,2004,1.85
Color,The Green Mile ,English,USA,60000000,1999,1.85
Color,Chicken Little ,English,USA,150000000,2005,1.85
Color,The Truman Show ,English,USA,60000000,1998,1.85
Color,The Prince of Egypt ,English,USA,70000000,1998,1.85
Color,Daddy Day Care ,English,USA,60000000,2003,1.85
Color,Cats & Dogs ,English,USA,60000000,2001,1.85
Color,Two Weeks Notice ,English,USA,60000000,2002,1.85
Color,Antz ,English,USA,105000000,1998,1.85
Color,Couples Retreat ,English,USA,60000000,2009,1.85
Color,Eat Pray Love ,English,USA,60000000,2010,1.85
Color,The Horse Whisperer ,English,USA,60000000,1998,1.85
Color,Ladder 49 ,English,USA,55000000,2004,1.85
Color,Contagion ,English,USA,60000000,2011,1.85
 Black and White,Coraline ,English,USA,60000000,2009,1.85
Color,The Happening ,English,USA,48000000,2008,1.85
Color,Jingle All the Way ,English,USA,60000000,1996,1.85
Color,Hellboy ,English,USA,66000000,2004,1.85
Color,Up Close & Personal ,English,USA,60000000,1996,1.85
Color,The Tuxedo ,English,USA,60000000,2002,1.85
Color,Under Siege 2: Dark Territory ,English,USA,60000000,1995,1.85
Color,Joy ,English,USA,60000000,2015,1.85
Color,The Boxtrolls ,English,USA,60000000,2014,1.85
Color,Year One ,English,USA,60000000,2009,1.85
Color,My Favorite Martian ,English,USA,65000000,1999,1.85
Color,Intolerable Cruelty ,English,USA,60000000,2003,1.85
Color,Analyze That ,English,USA,60000000,2002,1.85
Color,The Legend of Bagger Vance ,English,USA,60000000,2000,1.85
Color,Almost Famous ,English,USA,60000000,2000,1.85
Color,Garfield 2 ,English,UK,,2006,1.85
Color,The Avengers ,English,USA,220000000,2012,1.85
Color,Meet Dave ,English,USA,60000000,2008,1.85
Color,Edtv ,English,USA,55000000,1999,1.85
Color,Just Like Heaven ,English,USA,58000000,2005,1.85
Color,The Flintstones in Viva Rock Vegas ,English,USA,60000000,2000,1.85
Color,Leatherheads ,English,USA,58000000,2008,1.85
Color,Alvin and the Chipmunks ,English,USA,60000000,2007,1.85
Color,Meet the Parents ,English,USA,55000000,2000,1.85
Color,The Nutty Professor ,English,USA,54000000,1996,1.85
Color,George of the Jungle ,English,USA,55000000,1997,1.85
Color,Casper ,English,USA,50000000,1995,1.85
Color,Death Becomes Her ,English,USA,55000000,1992,1.85
Color,Mr. Popper's Penguins ,English,USA,55000000,2011,1.85
Color,Free Birds ,English,USA,55000000,2013,1.85
Color,The Hunted ,English,USA,55000000,2003,1.85
Color,Chain Reaction ,English,USA,50000000,1996,1.85
Color,Elizabeth: The Golden Age ,English,UK,55000000,2007,1.85
Color,Muppets Most Wanted ,English,USA,50000000,2014,1.85
Color,Thunderbirds ,English,UK,57000000,2004,1.85
Color,Blade II ,English,USA,54000000,2002,1.85
Color,Bullet to the Head ,English,USA,55000000,2012,1.85
Color,The Godfather: Part III ,English,USA,54000000,1990,1.85
Color,Elizabethtown ,English,USA,57000000,2005,1.85
Color,"You, Me and Dupree ",English,USA,54000000,2006,1.85
 Black and White,All the King's Men ,English,Germany,55000000,2006,1.85
Color,Beloved ,English,USA,55000000,1998,1.85
Color,Catch Me If You Can ,English,USA,52000000,2002,1.85
Color,Zero Dark Thirty ,English,USA,40000000,2012,1.85
Color,The Break-Up ,English,USA,52000000,2006,1.85
Color,Valentine's Day ,English,USA,52000000,2010,1.85
Color,"Me, Myself & Irene ",English,USA,51000000,2000,1.85
Color,Barnyard ,English,Germany,51000000,2006,1.85
Color,Deck the Halls ,English,USA,,2006,1.85
Color,Shrek ,English,USA,60000000,2001,1.85
Color,The Adjustment Bureau ,English,USA,50200000,2011,1.85
Color,Robin Hood: Prince of Thieves ,English,USA,48000000,1991,1.85
Color,Jerry Maguire ,English,USA,50000000,1996,1.85
Color,Ted ,English,USA,50000000,2012,1.85
Color,As Good as It Gets ,English,USA,50000000,1997,1.85
Color,Mr. Deeds ,English,USA,50000000,2002,1.85
Color,Erin Brockovich ,English,USA,52000000,2000,1.85
Color,How to Lose a Guy in 10 Days ,English,USA,50000000,2003,1.85
Color,Interview with the Vampire: The Vampire Chronicles ,English,USA,60000000,1994,1.85
Color,Daddy's Home ,English,USA,50000000,2015,1.85
Color,Congo ,English,USA,50000000,1995,1.85
Color,We Bought a Zoo ,English,USA,,2011,1.85
Color,The Ring Two ,English,USA,,2005,1.85
Color,Garfield ,English,USA,35000000,2004,1.85
Color,Moneyball ,English,USA,50000000,2011,1.85
Color,Outbreak ,English,USA,50000000,1995,1.85
Color,Curious George ,English,USA,50000000,2006,1.85
Color,Herbie Fully Loaded ,English,USA,50000000,2005,1.85
Color,Unfaithful ,English,USA,50000000,2002,1.85
Color,I Am Number Four ,English,USA,60000000,2011,1.85
Color,The Replacements ,English,USA,50000000,2000,1.85
Color,American Reunion ,English,USA,50000000,2012,1.85
Color,Into the Storm ,English,USA,50000000,2014,1.85
Color,Beverly Hills Cop III ,English,USA,55000000,1994,1.85
Color,Gremlins 2: The New Batch ,English,USA,50000000,1990,1.85
Color,The Adventures of Sharkboy and Lavagirl 3-D ,English,USA,50000000,2005,1.85
Color,Raising Helen ,English,USA,50000000,2004,1.85
Color,Striptease ,English,USA,40000000,1996,1.85
Color,Murder by Numbers ,English,USA,50000000,2002,1.85
 Black and White,Assassins ,English,France,50000000,1995,1.85
Color,The Story of Us ,English,USA,50000000,1999,1.85
Color,Free State of Jones ,English,USA,50000000,2016,1.85
Color,Eastern Promises ,English,USA,25000000,2007,1.85
Color,Baby's Day Out ,English,USA,50000000,1994,1.85
Color,Jade ,English,USA,50000000,1995,1.85
Color,Gamer ,English,USA,50000000,2009,1.85
Color,Death to Smoochy ,English,UK,55000000,2002,1.85
Color,What Planet Are You From? ,English,USA,50000000,2000,1.85
Color,Drive Angry ,English,USA,50000000,2011,1.85
Color,Traffic ,English,USA,48000000,2000,1.85
Color,Kate & Leopold ,English,USA,48000000,2001,1.85
Color,The Cotton Club ,English,USA,58000000,1984,1.85
Color,Out of Sight ,English,USA,48000000,1998,1.85
Color,Dick Tracy ,English,USA,100000000,1990,1.85
Color,Riding in Cars with Boys ,English,USA,48000000,2001,1.85
Color,Happily N'Ever After ,English,USA,47000000,2006,1.85
Color,Mary Reilly ,English,USA,47000000,1996,1.85
Color,Courage Under Fire ,English,USA,46000000,1996,1.85
Color,Liar Liar ,English,USA,45000000,1997,1.85
Color,Scary Movie 3 ,English,USA,48000000,2003,1.85
Color,Miss Congeniality ,English,USA,45000000,2000,1.85
Color,Journey to the Center of the Earth ,English,USA,45000000,2008,1.85
Color,The Princess Diaries 2: Royal Engagement ,English,USA,40000000,2004,1.85
Color,The Bucket List ,English,USA,45000000,2007,1.85
Color,Prisoners ,English,USA,46000000,2013,1.85
Color,Scary Movie 2 ,English,USA,45000000,2001,1.85
Color,The Muppets ,English,USA,45000000,2011,1.85
Color,The Specialist ,English,Peru,45000000,1994,1.85
Color,"Yours, Mine and Ours ",English,USA,2500000,1968,1.85
Color,Blended ,English,USA,40000000,2014,1.85
Color,The Indian in the Cupboard ,English,USA,45000000,1995,1.85
Color,Johnny English ,English,UK,35000000,2003,1.85
Color,The Ant Bully ,English,USA,50000000,2006,1.85
Color,The Glimmer Man ,English,USA,45000000,1996,1.85
Color,Aliens in the Attic ,English,USA,45000000,2009,1.85
Color,Bangkok Dangerous ,English,USA,40000000,2008,1.85
Color,Big Trouble ,English,USA,40000000,2002,1.85
Color,The Fugitive ,English,USA,44000000,1993,1.85
Color,The Sweetest Thing ,English,USA,43000000,2002,1.85
Color,The Firm ,English,USA,42000000,1993,1.85
Color,Chicken Run ,English,UK,45000000,2000,1.85
Color,Along Came Polly ,English,USA,42000000,2004,1.85
Color,Boomerang ,English,USA,40000000,1992,1.85
Color,Here Comes the Boom ,English,USA,42000000,2012,1.85
Color,The Mirror Has Two Faces ,English,USA,42000000,1996,1.85
Color,Brüno ,English,USA,42000000,2009,1.85
Color,Super Mario Bros. ,English,UK,42000000,1993,1.85
Color,The Sixth Sense ,English,USA,40000000,1999,1.85
Color,The Karate Kid ,English,USA,8000000,1984,1.85
Color,Back to the Future Part II ,English,USA,40000000,1989,1.85
Color,Spy Kids 3-D: Game Over ,English,USA,38000000,2003,1.85
Color,Cheaper by the Dozen ,English,USA,40000000,2003,1.85
Color,Scary Movie 4 ,English,USA,45000000,2006,1.85
Color,Get Hard ,English,USA,40000000,2015,1.85
Color,Bram Stoker's Dracula ,English,USA,40000000,1992,1.85
Color,Julie & Julia ,English,USA,40000000,2009,1.85
Color,The Talented Mr. Ripley ,English,USA,40000000,1999,1.85
Color,Dumb and Dumber To ,English,USA,35000000,2014,1.85
Color,The Intern ,English,USA,35000000,2015,1.85
Color,Ray ,English,USA,40000000,2004,1.85
 Black and White,Sin City ,English,USA,40000000,2005,1.85
Color,"I Love You, Man ",English,USA,40000000,2009,1.85
Color,Shallow Hal ,English,USA,40000000,2001,1.85
Color,Big Momma's House 2 ,English,USA,40000000,2006,1.85
Color,Get Him to the Greek ,English,USA,,2010,1.85
Color,Shall We Dance ,English,USA,50000000,2004,1.85
Color,Spawn ,English,USA,40000000,1997,1.85
Color,The Count of Monte Cristo ,English,UK,35000000,2002,1.85
Color,Apocalypto ,Maya,USA,40000000,2006,1.85
Color,The Odd Life of Timothy Green ,English,USA,25000000,2012,1.85
Color,Gothika ,English,USA,40000000,2003,1.85
Color,Amistad ,English,USA,36000000,1997,1.85
Color,Ri¢hie Ri¢h ,English,USA,40000000,1994,1.85
Color,Autumn in New York ,English,USA,40000000,2000,1.85
Color,Music and Lyrics ,English,USA,,2007,1.85
Color,Sex Tape ,English,USA,40000000,2014,1.85
Color,Hanging Up ,English,Germany,60000000,2000,1.85
Color,Mickey Blue Eyes ,English,UK,40000000,1999,1.85
Color,Pay It Forward ,English,USA,40000000,2000,1.85
Color,The Shadow ,English,USA,25000000,1994,1.85
Color,The Out-of-Towners ,English,USA,40000000,1999,1.85
Color,The Other Boleyn Girl ,English,UK,35000000,2008,1.85
Color,Sweet November ,English,USA,40000000,2001,1.85
Color,Mean Streets ,English,USA,500000,1973,1.85
Color,Renaissance Man ,English,USA,40000000,1994,1.85
Color,The Magic Sword: Quest for Camelot ,English,USA,40000000,1998,1.85
 Black and White,At First Sight ,English,USA,60000000,1999,1.85
Color,City Hall ,English,USA,40000000,1996,1.85
Color,Marie Antoinette ,English,USA,40000000,2006,1.85
Color,Kiss of Death ,English,USA,40000000,1995,1.85
Color,Ishtar ,English,USA,51000000,1987,1.85
Color,Fantastic Mr. Fox ,English,USA,40000000,2009,1.85
Color,New York Minute ,English,USA,30000000,2004,1.85
Color,Alfie ,English,UK,60000000,2004,1.85
Color,The Deep End of the Ocean ,English,USA,40000000,1999,1.85
Color,Duplex ,English,USA,40000000,2003,1.85
Color,Universal Soldier: The Return ,English,USA,24000000,1999,1.85
Color,Impostor ,English,USA,40000000,2001,1.85
Color,Delgo ,English,USA,40000000,2008,1.85
Color,Disturbia ,English,USA,20000000,2007,1.85
 Black and White,The Hudsucker Proxy ,English,UK,30000000,1994,1.85
Color,Snowpiercer ,English,South Korea,39200000,2013,1.85
Color,A Monster in Paris ,French,France,25000000,2011,1.85
Color,The Last Shot ,English,USA,,2004,1.85
Color,The Crow ,English,USA,23000000,1994,1.85
Color,Baahubali: The Beginning ,Telugu,India,18026148,2015,1.85
Color,Because I Said So ,English,USA,,2007,1.85
 Black and White,Frankenweenie ,English,USA,39000000,2012,1.85
Color,Grudge Match ,English,USA,40000000,2013,1.85
Color,Spy Kids 2: Island of Lost Dreams ,English,USA,38000000,2002,1.85
 Black and White,The Hurricane ,English,USA,38000000,1999,1.85
Color,Paul Blart: Mall Cop 2 ,English,USA,30000000,2015,1.85
Color,Angel Eyes ,English,USA,38000000,2001,1.85
Color,Joe Somebody ,English,USA,38000000,2001,1.85
Color,Precious ,English,USA,10000000,2009,1.85
Color,The Master ,English,USA,32000000,2012,1.85
Color,Virgin Territory ,English,Italy,38000000,2007,1.85
Color,Burn After Reading ,English,USA,37000000,2008,1.85
Color,Dolphin Tale ,English,USA,37000000,2011,1.85
Color,John Q ,English,USA,36000000,2002,1.85
Color,Blue Streak ,English,USA,65000000,1999,1.85
Color,Hot Tub Time Machine ,English,USA,36000000,2010,1.85
Color,Dolphin Tale 2 ,English,USA,36000000,2014,1.85
Color,Aloha ,English,USA,37000000,2015,1.85
Color,Ghosts of Mississippi ,English,USA,36000000,1996,1.85
Color,Isn't She Great ,English,USA,36000000,2000,1.85
Color,Head of State ,English,USA,35200000,2003,1.85
Color,Batman ,English,USA,35000000,1989,1.85
Color,The Blind Side ,English,USA,29000000,2009,1.85
Color,Spy Kids ,English,USA,35000000,2001,1.85
Color,Guess Who ,English,USA,35000000,2005,1.85
Color,The English Patient ,English,USA,27000000,1996,1.85
Color,In & Out ,English,USA,35000000,1997,1.85
Color,A Nightmare on Elm Street ,English,USA,1800000,1984,1.85
Color,The Man in the Iron Mask ,English,USA,35000000,1998,1.85
Color,Radio ,English,USA,35000000,2003,1.85
Color,Malcolm X ,English,USA,33000000,1992,1.85
Color,Old Dogs ,English,USA,35000000,2009,1.85
Color,The Benchwarmers ,English,USA,33000000,2006,1.85
Color,Resident Evil ,English,UK,33000000,2002,1.85
Color,The Ladykillers ,English,USA,35000000,2004,1.85
Color,Something Borrowed ,English,USA,35000000,2011,1.85
Color,The Bad News Bears ,English,USA,,1976,1.85
 Black and White,The Pianist ,English,France,35000000,2002,1.85
Color,House of Wax ,English,Australia,30000000,2005,1.85
Color,Closer ,English,USA,27000000,2004,1.85
Color,Midnight in the Garden of Good and Evil ,English,USA,30000000,1997,1.85
Color,Ella Enchanted ,English,USA,35000000,2004,1.85
Color,Valiant ,English,UK,35000000,2005,1.85
Color,Superhero Movie ,English,USA,35000000,2008,1.85
Color,Furry Vengeance ,English,USA,35000000,2010,1.85
Color,Bait ,English,Australia,30000000,2012,1.85
Color,American Outlaws ,English,USA,35000000,2001,1.85
Color,The Tree of Life ,English,USA,32000000,2011,1.85
Color,Sabotage ,English,USA,35000000,2014,1.85
Color,The Order ,English,USA,38000000,2003,1.85
Color,Zoom ,English,USA,35000000,2006,1.85
Color,Femme Fatale ,English,France,35000000,2002,1.85
